14433.00,7.00,-15.55,0.15,0.00,-54.19,-0.07,0.00,3.43,0.40,0.00,1.97,-0.00,0.00,
14454.00,7.00,-15.60,0.15,0.00,-54.10,-0.07,0.00,3.41,0.40,0.00,2.24,0.02,0.00,
14475.00,7.00,-15.65,0.15,0.00,-54.01,-0.07,0.00,3.49,0.40,0.00,2.36,0.02,0.00,
14496.00,7.00,-15.70,0.15,0.00,-53.94,-0.07,0.00,3.30,0.00,0.00,2.45,0.02,0.00,
14517.00,7.00,-15.75,0.15,0.00,-53.87,-0.07,0.00,2.88,0.00,0.00,2.39,0.02,0.00,
14538.00,7.00,-15.81,0.15,0.00,-53.82,-0.07,0.00,2.77,0.00,0.00,2.23,0.02,0.00,
14560.00,7.00,-15.87,0.15,0.00,-53.78,-0.07,0.00,2.60,0.00,0.00,2.13,0.02,0.00,
14581.00,7.00,-15.94,0.15,0.00,-53.75,-0.07,0.00,2.27,0.00,0.00,2.09,0.02,0.00,
14602.00,7.00,-16.00,0.15,0.00,-53.73,-0.07,0.00,2.05,0.00,0.00,2.03,0.02,0.00,
14623.00,7.00,-16.07,0.15,0.00,-53.72,-0.07,0.00,2.07,0.00,0.00,2.07,0.02,0.00,
14644.00,7.00,-16.13,0.15,0.00,-53.71,-0.07,0.00,2.23,0.00,0.00,2.23,0.05,0.00,
14665.00,7.00,-16.19,0.15,0.00,-53.70,-0.07,0.00,2.42,0.00,0.00,2.39,0.05,0.00,
14686.00,7.00,-16.25,0.15,0.00,-53.68,-0.07,0.00,2.32,0.00,0.00,2.45,0.05,0.00,
14707.00,7.00,-16.28,0.15,0.00,-53.65,-0.07,0.00,2.19,0.00,0.00,2.53,0.05,0.00,
14728.00,7.00,-16.30,0.15,0.00,-53.59,-0.07,0.00,2.04,0.00,0.00,2.65,-0.01,0.00,
14749.00,7.00,-16.31,0.15,0.00,-53.52,-0.07,0.00,1.97,0.00,0.00,2.62,-0.01,0.00,
14770.00,7.00,-16.30,0.15,0.00,-53.44,-0.07,0.00,1.82,0.00,0.00,2.56,-0.01,0.00,
14791.00,7.00,-16.29,0.15,0.00,-53.34,-0.07,0.00,1.72,0.00,0.00,2.53,-0.01,0.00,
14812.00,7.00,-16.28,0.15,0.00,-53.24,-0.07,0.00,1.29,0.00,0.00,2.64,0.02,0.00,
14833.00,7.00,-16.28,0.15,0.00,-53.13,-0.07,0.00,0.96,0.00,0.00,2.72,0.06,0.00,
14854.00,7.00,-16.28,0.15,0.00,-53.03,-0.07,0.00,0.63,0.00,0.00,2.77,0.06,0.00,
14875.00,7.00,-16.29,0.15,0.00,-52.93,-0.07,0.00,0.50,0.00,0.00,2.72,0.06,0.00,
14896.00,7.00,-16.32,0.15,0.00,-52.84,-0.07,0.00,0.38,0.00,0.00,2.63,0.01,0.00,
14918.00,7.00,-16.35,0.15,0.00,-52.76,-0.07,0.00,0.48,0.00,0.00,2.47,0.00,0.00,
14939.00,7.00,-16.40,0.15,0.00,-52.69,-0.07,0.00,0.67,0.00,0.00,2.28,0.00,0.00,
14960.00,7.00,-16.45,0.15,0.00,-52.64,-0.07,0.00,1.02,0.00,0.00,1.92,-0.02,0.00,
14981.00,7.00,-16.51,0.15,0.00,-52.59,-0.07,0.00,1.52,0.00,0.00,1.86,-0.02,0.00,
15002.00,7.00,-16.56,0.15,0.00,-52.55,-0.07,0.00,1.89,0.00,0.00,1.86,-0.02,0.00,
15023.00,7.00,-16.62,0.15,0.00,-52.50,-0.07,0.00,2.27,0.00,0.00,2.10,-0.02,0.00,
15044.00,7.00,-16.67,0.15,0.00,-52.45,-0.07,0.00,2.61,0.00,0.00,2.24,-0.01,0.00,
15065.00,7.00,-16.72,0.15,0.00,-52.40,-0.07,0.00,2.91,0.00,0.00,2.32,-0.01,0.00,
15086.00,7.00,-16.76,0.15,0.00,-52.33,-0.07,0.00,3.22,0.00,0.00,2.31,-0.01,0.00,
15107.00,7.00,-16.80,0.15,0.00,-52.27,-0.07,0.00,3.52,0.00,0.00,2.37,-0.01,0.00,
15128.00,7.00,-16.84,0.15,0.00,-52.19,-0.07,0.00,3.54,0.00,0.00,2.40,-0.01,0.00,
15149.00,7.00,-16.87,0.15,0.00,-52.11,-0.07,0.00,3.38,0.00,0.00,2.43,0.02,0.00,
15170.00,7.00,-16.88,-0.60,0.00,-52.02,-1.20,0.00,3.23,0.00,0.00,2.42,0.02,0.00,
15191.00,7.00,-16.89,-2.55,0.00,-51.93,-4.72,0.00,3.08,0.00,0.00,2.43,0.02,0.00,
15212.00,7.00,-16.89,-5.63,0.00,-51.83,-6.90,0.00,3.02,0.00,0.00,2.38,0.02,0.00,
15233.00,7.00,-16.89,-11.10,0.00,-51.72,-4.95,0.00,2.74,0.00,0.00,2.23,-0.04,0.00,
15254.00,7.00,-16.87,-13.42,0.00,-51.60,-4.13,0.00,2.48,0.00,0.00,2.20,-0.04,0.00,
15276.00,7.00,-16.86,-20.03,0.00,-51.49,-1.50,0.00,2.53,0.00,0.00,2.05,-0.04,0.00,
15297.00,7.00,-16.85,-24.15,0.00,-51.39,-0.82,0.00,2.38,0.00,0.00,2.05,-0.04,0.00,
15318.00,7.00,-16.84,-26.85,0.00,-51.29,-0.68,0.00,2.41,0.00,0.00,2.10,-0.02,0.00,
15339.00,7.00,-16.82,-27.15,0.00,-51.20,-0.68,0.00,2.22,0.00,0.00,2.23,-0.02,0.00,
15360.00,7.00,-16.81,-26.55,0.00,-51.11,-0.15,0.00,2.18,0.00,0.00,2.26,-0.02,0.00,
15381.00,7.00,-16.80,-24.30,0.00,-51.04,-0.15,0.00,2.27,0.00,0.00,2.45,-0.02,0.00,
15402.00,7.00,-16.80,-20.63,0.00,-50.98,-0.38,0.00,2.16,0.00,0.00,2.49,-0.03,0.00,
15423.00,7.00,-16.79,-16.28,0.00,-50.93,-0.75,0.00,2.21,0.00,0.00,2.44,-0.04,0.00,
15444.00,7.00,-16.79,-11.10,0.00,-50.88,-1.13,0.00,2.11,0.00,0.00,2.62,-0.04,0.00,
15465.00,7.00,-16.78,-5.63,0.00,-50.83,-1.20,0.00,2.09,0.00,0.00,2.59,-0.04,0.00,
15486.00,7.00,-16.77,-0.97,0.00,-50.78,-1.20,0.00,2.21,0.00,0.00,2.61,0.08,0.00,
15507.00,7.00,-16.77,0.15,0.00,-50.74,-0.30,0.00,2.38,0.00,0.00,2.70,0.08,0.00,
15528.00,7.00,-16.77,0.15,0.00,-50.69,-0.15,0.00,2.41,0.00,0.00,2.46,0.08,0.00,
15549.00,7.00,-16.77,0.15,0.00,-50.63,-0.15,0.00,2.45,0.00,0.00,2.35,0.09,0.00,
15570.00,7.00,-16.78,0.15,0.00,-50.57,-0.15,0.00,2.51,0.00,0.00,2.20,0.09,0.00,
15591.00,7.00,-16.80,0.15,0.00,-50.50,-0.15,0.00,2.53,0.00,0.00,2.12,0.09,0.00,
15612.00,7.00,-16.83,0.15,0.00,-50.43,-0.15,0.00,2.55,0.00,0.00,2.02,0.09,0.00,
15634.00,7.00,-16.85,0.15,0.00,-50.34,-0.07,0.00,2.59,0.00,0.00,2.02,-0.02,0.00,
15655.00,7.00,-16.88,0.15,0.00,-50.25,-0.07,0.00,2.56,0.00,0.00,1.90,-0.02,0.00,
15676.00,7.00,-16.91,0.15,0.00,-50.15,-0.07,0.00,2.87,0.00,0.00,1.87,-0.02,0.00,
15697.00,7.00,-16.95,0.15,0.00,-50.05,-0.07,0.00,2.95,0.00,0.00,1.89,-0.02,0.00,
15718.00,7.00,-16.98,0.22,0.00,-49.95,-0.07,0.00,3.09,0.00,0.00,1.96,-0.02,0.00,
15739.00,7.00,-17.01,1.20,0.00,-49.84,-0.07,0.00,3.30,0.00,0.00,2.21,0.13,0.00,
15760.00,7.00,-17.04,1.57,0.00,-49.74,-0.07,0.00,3.45,0.00,0.00,2.36,0.13,0.00,
15781.00,7.00,-17.08,6.75,0.00,-49.64,-0.07,0.00,3.62,0.00,0.00,2.45,0.13,0.00,
15802.00,7.00,-17.11,18.00,0.00,-49.55,-0.07,0.00,3.61,0.00,0.00,2.66,0.13,0.00,
15823.00,7.00,-17.13,28.35,0.00,-49.46,-0.07,0.00,3.44,0.00,0.00,2.58,-0.01,0.00,
15844.00,7.00,-17.16,29.85,0.00,-49.38,-0.07,0.00,3.53,0.00,0.00,2.39,-0.01,0.00,
15865.00,7.00,-17.20,29.92,0.00,-49.30,-0.07,0.00,3.28,0.00,0.00,2.18,-0.01,0.00,
15886.00,7.00,-17.24,29.92,0.00,-49.22,-0.07,0.00,2.94,0.00,0.00,2.00,-0.01,0.00,
15907.00,7.00,-17.28,29.25,0.00,-49.14,-0.07,0.00,2.90,0.00,0.00,1.98,0.02,0.00,
15928.00,7.00,-17.34,27.23,0.00,-49.06,-0.07,0.00,3.02,0.00,0.00,1.98,0.02,0.00,
15949.00,7.00,-17.40,23.25,0.00,-48.99,0.15,0.00,3.08,0.00,0.00,1.99,0.02,0.00,
15971.00,7.00,-17.47,16.28,0.00,-48.91,0.00,0.00,2.91,0.00,0.00,1.91,0.02,0.00,
15992.00,7.00,-17.54,-8.55,0.00,-48.84,0.00,0.00,3.26,0.00,0.00,1.96,0.03,0.00,
16013.00,7.00,-17.61,-1.05,0.00,-48.75,0.00,0.00,3.54,0.00,0.00,1.95,0.05,0.00,
16034.00,7.00,-17.68,-0.82,0.00,-48.66,0.00,0.00,3.80,0.00,0.00,2.23,0.05,0.00,
16055.00,7.00,-17.74,-1.80,0.00,-48.56,-0.07,0.00,3.84,0.00,0.00,2.35,0.05,0.00,
16076.00,7.00,-17.78,-0.45,0.00,-48.45,-0.07,0.00,4.13,0.00,0.00,2.44,0.05,0.00,
16097.00,7.00,-17.81,0.15,0.00,-48.34,-0.07,0.00,4.05,0.00,0.00,2.50,0.02,0.00,
16118.00,7.00,-17.82,0.00,0.00,-48.23,-0.07,0.00,3.81,0.00,0.00,2.32,0.02,0.00,
16139.00,7.00,-17.83,0.07,0.00,-48.11,-0.07,0.00,3.43,0.00,0.00,2.19,0.02,0.00,
16160.00,7.00,-17.83,0.15,0.00,-48.00,-0.07,0.00,2.92,0.00,0.00,2.07,0.02,0.00,
16181.00,7.00,-17.83,0.15,0.00,-47.88,-0.07,0.00,2.38,0.00,0.00,2.08,0.05,0.00,
16202.00,7.00,-17.83,0.15,0.00,-47.77,-0.07,0.00,2.10,0.00,0.00,2.13,0.05,0.00,
16223.00,7.00,-17.83,0.15,0.00,-47.65,-0.07,0.00,1.75,0.00,0.00,2.09,0.05,0.00,
16244.00,7.00,-17.82,0.15,0.00,-47.54,-0.07,0.00,1.52,0.00,0.00,2.01,0.05,0.00,
16265.00,7.00,-17.81,0.15,0.00,-47.42,-0.07,0.00,1.38,0.00,0.00,1.92,-0.03,0.00,
16286.00,7.00,-17.80,0.15,0.00,-47.30,-0.07,0.00,1.76,0.00,0.00,1.80,-0.05,0.00,
16307.00,7.00,-17.79,0.15,0.00,-47.18,-0.07,0.00,2.03,0.00,0.00,1.73,-0.04,0.00,
16329.00,7.00,-17.77,0.15,0.00,-47.07,-0.07,0.00,2.47,0.00,0.00,2.04,-0.04,0.00,
16350.00,7.00,-17.75,0.15,0.00,-46.96,-0.07,0.00,2.79,0.00,0.00,2.18,-0.04,0.00,
16371.00,7.00,-17.72,0.15,0.00,-46.86,-0.07,0.00,3.09,0.00,0.00,2.16,0.03,0.00,
16392.00,7.00,-17.70,0.15,0.00,-46.77,-0.07,0.00,3.31,0.00,0.00,2.21,0.03,0.00,
16413.00,7.00,-17.68,0.15,0.00,-46.67,-0.07,0.00,3.24,0.00,0.00,2.16,0.03,0.00,
16434.00,7.00,-17.67,0.15,0.00,-46.58,-0.07,0.00,3.08,0.00,0.00,1.76,0.03,0.00,
16455.00,7.00,-17.66,0.15,0.00,-46.50,-0.07,0.00,2.91,0.00,0.00,1.60,0.02,0.00,
16476.00,7.00,-17.65,0.15,0.00,-46.41,-0.07,0.00,2.67,0.00,0.00,1.25,0.02,0.00,
16497.00,7.00,-17.66,0.15,0.00,-46.33,-0.07,0.00,2.30,0.00,0.00,1.14,0.02,0.00,
16518.00,7.00,-17.66,0.15,0.00,-46.25,-0.07,0.00,2.11,0.00,0.00,0.99,0.03,0.00,
16539.00,7.00,-17.67,0.15,0.00,-46.17,-0.07,0.00,1.34,0.40,0.00,0.90,-0.02,0.00,
16560.00,7.00,-18.03,0.15,0.00,-46.11,-0.07,0.00,-0.24,0.40,0.00,0.98,-0.03,0.00,
16581.00,7.00,-17.99,0.15,0.00,-46.02,-0.07,0.00,8.13,0.40,0.00,1.01,-0.03,0.00,
16602.00,7.00,-18.06,0.15,0.00,-45.97,-0.07,0.00,-5.54,0.40,0.00,0.97,-0.03,0.00,
16623.00,7.00,-18.27,0.15,0.00,-45.92,-0.07,0.00,8.22,0.40,0.00,1.30,-0.03,0.00,
16644.00,7.00,-18.37,0.15,0.00,-45.74,-0.07,0.00,-1.90,0.40,0.00,1.72,0.03,0.00,
16665.00,7.00,-18.55,0.15,0.00,-45.71,-0.07,0.00,10.32,0.00,0.00,1.92,0.03,0.00,
16687.00,7.00,-18.70,0.15,0.00,-45.63,-0.07,0.00,4.57,0.00,0.00,2.13,0.02,0.00,
16708.00,7.00,-18.94,0.15,0.00,-45.54,-0.07,0.00,7.90,0.00,0.00,2.22,0.02,0.00,
16729.00,7.00,-19.10,0.15,0.00,-45.49,-0.07,0.00,7.62,0.00,0.00,2.40,0.07,0.00,
16750.00,7.00,-19.30,0.15,0.00,-45.45,-0.07,0.00,7.38,0.00,0.00,2.38,0.07,0.00,
16771.00,7.00,-19.46,0.15,0.00,-45.46,-0.07,0.00,9.98,0.40,0.00,2.55,0.07,0.00,
16792.00,7.00,-19.61,0.15,0.00,-45.47,-0.07,0.00,7.61,0.40,0.00,2.74,0.06,0.00,
16813.00,7.00,-19.74,0.15,0.00,-45.49,-0.07,0.00,7.87,4.40,0.00,2.60,-0.01,0.00,
16834.00,7.00,-19.25,0.15,0.00,-45.61,-0.07,0.00,8.11,0.80,0.00,2.49,-0.01,0.00,
16855.00,7.00,-19.40,0.15,0.00,-45.61,-0.07,0.00,6.79,0.80,0.00,2.51,-0.01,0.00,
16876.00,7.00,-19.33,0.15,0.00,-45.48,-0.07,0.00,2.99,0.00,0.00,2.37,0.06,0.00,
16897.00,7.00,-19.04,0.15,0.00,-45.35,-0.07,0.00,1.24,0.00,0.00,2.40,0.09,0.00,
16918.00,7.00,-18.77,0.15,0.00,-45.15,-0.07,0.00,0.31,0.00,0.00,2.51,0.09,0.00,
16939.00,7.00,-18.45,0.15,0.00,-44.91,-0.07,0.00,0.18,0.00,0.00,2.53,0.10,0.00,
16960.00,7.00,-18.11,0.15,0.00,-44.64,-0.07,0.00,-3.51,0.00,0.00,2.56,-0.05,0.00,
16981.00,7.00,-17.81,0.15,0.00,-44.36,-0.07,0.00,-4.05,0.00,0.00,2.53,-0.05,0.00,
17002.00,7.00,-17.53,0.15,0.00,-44.10,-0.07,0.00,-1.67,0.00,0.00,2.55,-0.05,0.00,
17023.00,7.00,-17.30,0.15,0.00,-43.85,-0.07,0.00,-2.64,0.00,0.00,2.79,-0.04,0.00,
17045.00,7.00,-17.10,0.15,0.00,-43.64,-0.07,0.00,-2.77,0.00,0.00,3.11,0.12,0.00,
17066.00,7.00,-16.91,0.15,0.00,-43.50,-0.07,0.00,-1.89,0.00,0.00,3.29,0.12,0.00,
17087.00,7.00,-16.73,0.15,0.00,-43.39,-0.07,0.00,-1.29,0.00,0.00,3.45,0.12,0.00,
17108.00,7.00,-16.60,0.15,0.00,-43.31,-0.07,0.00,-0.56,0.00,0.00,3.51,0.12,0.00,
17129.00,7.00,-16.48,0.15,0.00,-43.24,-0.07,0.00,-0.45,0.00,0.00,2.79,0.05,0.00,
17150.00,7.00,-16.39,0.15,0.00,-43.21,-0.07,0.00,0.13,0.00,0.00,2.13,0.05,0.00,
17171.00,7.00,-16.33,0.15,0.00,-43.19,-0.07,0.00,1.06,0.00,0.00,1.54,0.05,0.00,
17192.00,7.00,-16.31,0.15,0.00,-43.13,-0.07,0.00,2.09,0.00,0.00,1.27,0.05,0.00,
17213.00,7.00,-16.31,0.15,0.00,-43.10,-0.07,0.00,3.41,0.40,0.00,1.20,0.05,0.00,
17234.00,7.00,-16.30,0.15,0.00,-43.03,-0.07,0.00,1.10,0.40,0.00,1.43,0.02,0.00,
17255.00,7.00,-16.29,0.15,0.00,-42.96,-0.07,0.00,0.74,0.40,0.00,1.73,0.02,0.00,
17276.00,7.00,-16.29,0.15,0.00,-42.86,-0.07,0.00,1.66,0.40,0.00,1.86,0.02,0.00,
17297.00,7.00,-16.31,0.15,0.00,-42.75,-0.07,0.00,1.66,0.40,0.00,1.93,0.02,0.00,
17318.00,7.00,-16.37,0.15,0.00,-42.65,-0.07,0.00,1.52,0.40,0.00,1.77,-0.00,0.00,
17339.00,7.00,-16.45,0.15,0.00,-42.57,-0.07,0.00,1.48,0.40,0.00,1.56,-0.00,0.00,
17360.00,7.00,-16.58,0.15,0.00,-42.50,-0.07,0.00,1.96,0.40,0.00,1.43,-0.00,0.00,
17382.00,7.00,-16.73,0.15,0.00,-42.43,-0.07,0.00,2.54,0.40,0.00,1.33,-0.01,0.00,
17403.00,7.00,-16.88,0.15,0.00,-42.36,-0.07,0.00,2.25,0.40,0.00,1.28,0.00,0.00,
17424.00,7.00,-17.04,0.15,0.00,-42.29,-0.07,0.00,2.62,0.40,0.00,1.34,0.00,0.00,
17445.00,7.00,-17.20,0.15,0.00,-42.19,-0.07,0.00,4.02,0.40,0.00,1.67,0.00,0.00,
17466.00,7.00,-17.35,0.15,0.00,-42.08,-0.07,0.00,4.64,0.40,0.00,1.79,-0.00,0.00,
17487.00,7.00,-17.49,0.15,0.00,-41.95,-0.07,0.00,4.58,0.40,0.00,1.84,-0.00,0.00,
17508.00,7.00,-17.61,0.15,0.00,-41.80,-0.07,0.00,4.55,0.40,0.00,1.90,-0.01,0.00,
17529.00,7.00,-17.72,0.15,0.00,-41.64,-0.07,0.00,4.92,0.00,0.00,2.21,-0.01,0.00,
17550.00,7.00,-17.83,0.15,0.00,-41.48,-0.07,0.00,5.29,0.00,0.00,2.36,-0.01,0.00,
17571.00,7.00,-17.93,0.15,0.00,-41.32,-0.07,0.00,5.30,0.00,0.00,2.43,-0.01,0.00,
17592.00,7.00,-18.03,0.15,0.00,-41.18,-0.07,0.00,5.06,0.00,0.00,2.59,0.11,0.00,
17613.00,7.00,-18.14,0.15,0.00,-41.05,-0.07,0.00,5.12,0.00,0.00,2.60,0.11,0.00,
17634.00,7.00,-18.25,0.15,0.00,-40.95,-0.07,0.00,5.07,0.40,0.00,2.43,0.11,0.00,
17655.00,7.00,-18.35,0.15,0.00,-40.86,-0.07,0.00,4.61,0.40,0.00,2.32,0.11,0.00,
17676.00,7.00,-18.45,0.15,0.00,-40.80,-0.07,0.00,4.39,10.00,0.00,2.22,0.04,0.00,
17697.00,7.00,-18.55,0.15,0.00,-40.75,-0.07,0.00,4.34,13.60,0.00,2.24,0.04,0.00,
17718.00,7.00,-18.64,0.15,0.00,-40.72,-0.07,0.00,4.25,12.00,0.00,2.05,0.04,0.00,
17740.00,7.00,-18.72,0.15,0.00,-40.70,-0.07,0.00,3.94,13.20,0.00,1.63,0.11,0.00,
17761.00,7.00,-18.80,0.15,0.00,-40.68,-0.07,0.00,3.68,15.20,0.00,1.52,0.11,0.00,
17782.00,7.00,-18.86,0.15,0.00,-40.66,-0.07,0.00,3.77,16.00,0.00,1.23,0.11,0.00,
17803.00,7.00,-18.92,0.15,0.00,-40.64,-0.07,0.00,3.81,14.80,0.00,1.27,0.11,0.00,
17824.00,7.00,-18.98,0.15,0.00,-40.62,-0.07,0.00,3.56,14.40,0.00,1.00,-0.00,0.00,
17845.00,7.00,-19.02,0.15,0.00,-40.60,-0.07,0.00,3.14,12.40,0.00,0.82,-0.00,0.00,
17866.00,7.00,-19.07,0.15,0.00,-40.56,-0.07,0.00,2.78,10.80,0.00,0.79,-0.00,0.00,
17887.00,7.00,-19.12,0.15,0.00,-40.53,-0.07,0.00,2.46,10.40,0.00,0.75,-0.00,0.00,
17908.00,7.00,-19.17,0.15,0.00,-40.49,-0.07,0.00,2.04,7.60,0.00,0.85,0.04,0.00,
17929.00,7.00,-19.23,0.15,0.00,-40.45,-0.07,0.00,1.88,4.00,0.00,1.39,0.04,0.00,
17950.00,7.00,-19.29,0.15,0.00,-40.41,-0.07,0.00,1.81,4.00,0.00,1.84,0.04,0.00,
17971.00,7.00,-19.35,0.15,0.00,-40.36,-0.07,0.00,2.32,4.00,0.00,2.08,0.04,0.00,
17992.00,7.00,-19.41,0.15,0.00,-40.30,-0.07,0.00,2.70,4.80,0.00,2.33,0.00,0.00,
18013.00,7.00,-19.46,0.15,0.00,-40.21,-0.07,0.00,3.09,4.40,0.00,2.34,-0.00,0.00,
18034.00,7.00,-19.51,0.15,0.00,-40.11,-0.07,0.00,4.04,4.00,0.00,2.28,-0.00,0.00,
18055.00,7.00,-19.56,0.15,0.00,-39.99,-0.07,0.00,5.22,2.40,0.00,2.28,-0.00,0.00,
18076.00,7.00,-19.60,0.15,0.00,-39.86,-0.07,0.00,6.48,0.80,0.00,2.20,-0.00,0.00,
18098.00,7.00,-19.63,0.15,0.00,-39.73,-0.07,0.00,7.06,0.40,0.00,2.26,-0.00,0.00,
18119.00,7.00,-19.67,0.15,0.00,-39.60,-0.07,0.00,6.93,0.80,0.00,2.36,-0.00,0.00,
18140.00,7.00,-19.73,0.15,0.00,-39.49,-0.07,0.00,6.78,0.80,0.00,2.47,-0.00,0.00,
18161.00,7.00,-19.82,0.15,0.00,-39.38,-0.07,0.00,6.58,0.40,0.00,2.44,0.01,0.00,
18182.00,7.00,-19.91,0.15,0.00,-39.28,-0.07,0.00,6.44,0.40,0.00,2.48,0.01,0.00,
18203.00,7.00,-20.01,0.15,0.00,-39.20,-0.07,0.00,5.92,0.00,0.00,2.35,0.01,0.00,
18224.00,7.00,-20.13,0.15,0.00,-39.15,-0.07,0.00,5.65,0.00,0.00,2.29,0.03,0.00,
18245.00,7.00,-20.26,0.15,0.00,-39.11,-0.07,0.00,5.50,0.00,0.00,2.37,0.03,0.00,
18266.00,7.00,-20.40,0.15,0.00,-39.07,-0.07,0.00,5.39,0.00,0.00,2.30,0.03,0.00,
18287.00,7.00,-20.54,0.15,0.00,-39.01,-0.07,0.00,4.97,0.00,0.00,2.30,0.01,0.00,
18308.00,7.00,-20.67,0.15,0.00,-38.94,-0.07,0.00,4.78,0.00,0.00,2.45,0.01,0.00,
18329.00,7.00,-20.79,0.15,0.00,-38.85,-0.07,0.00,5.03,0.00,0.00,2.43,0.01,0.00,
18350.00,7.00,-20.90,0.15,0.00,-38.73,-0.07,0.00,5.53,0.00,0.00,2.51,0.01,0.00,
18371.00,7.00,-21.02,0.15,0.00,-38.60,-0.07,0.00,5.65,0.00,0.00,2.49,0.02,0.00,
18392.00,7.00,-21.14,0.15,0.00,-38.44,-0.07,0.00,5.88,0.00,0.00,2.53,0.02,0.00,
18413.00,7.00,-21.26,0.15,0.00,-38.27,-0.07,0.00,6.49,0.00,0.00,2.48,0.02,0.00,
18435.00,7.00,-21.36,0.15,0.00,-38.09,-0.07,0.00,6.70,0.00,0.00,2.47,0.01,0.00,
18456.00,7.00,-21.48,0.15,0.00,-37.91,-0.07,0.00,6.26,0.00,0.00,2.44,-0.01,0.00,
18477.00,7.00,-21.60,0.15,0.00,-37.75,-0.07,0.00,4.90,0.00,0.00,2.54,-0.01,0.00,
18498.00,7.00,-21.74,0.15,0.00,-37.61,-0.07,0.00,3.87,0.00,0.00,2.48,-0.01,0.00,
18519.00,7.00,-21.90,0.15,0.00,-37.50,-0.07,0.00,2.79,0.00,0.00,2.39,-0.01,0.00,
18540.00,7.00,-22.08,0.15,0.00,-37.45,-0.07,0.00,1.40,0.00,0.00,1.89,-0.07,0.00,
18561.00,7.00,-22.27,0.15,0.00,-37.47,-0.07,0.00,0.55,0.00,0.00,1.56,-0.07,0.00,
18582.00,7.00,-22.50,0.15,0.00,-37.55,-0.07,0.00,0.18,0.00,0.00,1.29,-0.07,0.00,
18603.00,7.00,-22.77,0.15,0.00,-37.70,-0.07,0.00,0.15,0.00,0.00,1.15,-0.08,0.00,
18624.00,7.00,-23.04,0.15,0.00,-37.89,-0.07,0.00,-0.01,0.00,0.00,0.98,-0.02,0.00,
18645.00,7.00,-23.31,0.15,0.00,-38.11,-0.07,0.00,-0.14,0.00,0.00,0.92,-0.01,0.00,
18666.00,7.00,-23.59,0.15,0.00,-38.32,-0.07,0.00,-0.12,0.00,0.00,0.84,-0.01,0.00,
